nome_municipio,UF,regiao,codigo_municipio,latitude,longitude
Solânea,PB,Nordeste,2516003,-6.7522,-35.7249
Soledade,PB,Nordeste,2516102,-7.1004,-36.3706
Sossêgo,PB,Nordeste,2516151,-6.7237,-36.2099
Sousa,PB,Nordeste,2516201,-6.7397,-38.2252
Sumé,PB,Nordeste,2516300,-7.6784,-36.9006
Tacima,PB,Nordeste,2516409,-6.5378,-35.5182
Taperoá,PB,Nordeste,2516508,-7.2208,-36.8307
Tavares,PB,Nordeste,2516607,-7.5998,-37.8921
Teixeira,PB,Nordeste,2516706,-7.2455,-37.2403
Tenório,PB,Nordeste,2516755,-6.9613,-36.6265
Triunfo,PB,Nordeste,2516805,-6.6056,-38.5723
Uiraúna,PB,Nordeste,2516904,-6.5108,-38.3916
Umbuzeiro,PB,Nordeste,2517001,-7.6809,-35.7378
Várzea,PB,Nordeste,2517100,-6.7885,-37.0314
Vieirópolis,PB,Nordeste,2517209,-6.5602,-38.2682
Zabelê,PB,Nordeste,2517407,-8.0766,-37.0963
Abreu e Lima,PE,Nordeste,2600054,-7.8797,-35.0191
Afogados da Ingazeira,PE,Nordeste,2600104,-7.7373,-37.6183
Afrânio,PE,Nordeste,2600203,-8.6189,-41.0054
Agrestina,PE,Nordeste,2600302,-8.4566,-35.9452
Água Preta,PE,Nordeste,2600401,-8.7293,-35.4818
Águas Belas,PE,Nordeste,2600500,-9.087,-37.0386
Alagoinha,PE,Nordeste,2600609,-8.4947,-36.7581
Aliança,PE,Nordeste,2600708,-7.6026,-35.193
Altinho,PE,Nordeste,2600807,-8.4905,-36.099
Amaraji,PE,Nordeste,2600906,-8.365,-35.4655
Angelim,PE,Nordeste,2601003,-8.8913,-36.2767
Araçoiaba,PE,Nordeste,2601052,-7.7932,-35.0761
Araripina,PE,Nordeste,2601102,-7.6079,-40.4848
Arcoverde,PE,Nordeste,2601201,-8.3839,-37.0055
Barra de Guabiraba,PE,Nordeste,2601300,-8.4182,-35.6338
Barreiros,PE,Nordeste,2601409,-8.8202,-35.2586
Belém de Maria,PE,Nordeste,2601508,-8.6032,-35.817
Belém do São Francisco,PE,Nordeste,2601607,-8.5836,-38.9819
Belo Jardim,PE,Nordeste,2601706,-8.2589,-36.4051
Betânia,PE,Nordeste,2601805,-8.2656,-37.9863
Bezerros,PE,Nordeste,2601904,-8.2187,-35.7829
Bodocó,PE,Nordeste,2602001,-7.6564,-39.9651
Bom Conselho,PE,Nordeste,2602100,-9.2029,-36.6842
Bom Jardim,PE,Nordeste,2602209,-7.7855,-35.5863
Bonito,PE,Nordeste,2602308,-8.495,-35.7088
Brejão,PE,Nordeste,2602407,-9.0267,-36.5299
Brejinho,PE,Nordeste,2602506,-7.3367,-37.3209
Brejo da Madre de Deus,PE,Nordeste,2602605,-8.0757,-36.2815
Buenos Aires,PE,Nordeste,2602704,-7.7379,-35.3472
Buíque,PE,Nordeste,2602803,-8.65,-37.1227
Cabo de Santo Agostinho,PE,Nordeste,2602902,-8.2692,-35.0859
Cabrobó,PE,Nordeste,2603009,-8.3865,-39.3294
Cachoeirinha,PE,Nordeste,2603108,-8.4849,-36.2909
Caetés,PE,Nordeste,2603207,-8.804,-36.6592
Calçado,PE,Nordeste,2603306,-8.7503,-36.3219
Calumbi,PE,Nordeste,2603405,-8.0039,-38.0787
Camaragibe,PE,Nordeste,2603454,-7.9868,-34.9958
Camocim de São Félix,PE,Nordeste,2603504,-8.35,-35.7721
Camutanga,PE,Nordeste,2603603,-7.4339,-35.2992
Canhotinho,PE,Nordeste,2603702,-8.8931,-36.1769
Capoeiras,PE,Nordeste,2603801,-8.6867,-36.5992
Carnaíba,PE,Nordeste,2603900,-7.7952,-37.7268
Carnaubeira da Penha,PE,Nordeste,2603926,-8.4091,-38.7216
Carpina,PE,Nordeste,2604007,-7.8192,-35.3061
Caruaru,PE,Nordeste,2604106,-8.1799,-36.0174
Casinhas,PE,Nordeste,2604155,-7.756,-35.7204
Catende,PE,Nordeste,2604205,-8.6755,-35.7309
Cedro,PE,Nordeste,2604304,-7.7438,-39.2037
Chã de Alegria,PE,Nordeste,2604403,-7.9994,-35.2222
Chã Grande,PE,Nordeste,2604502,-8.2296,-35.474
Condado,PE,Nordeste,2604601,-7.5963,-35.0987
Correntes,PE,Nordeste,2604700,-9.1147,-36.3387
Cortês,PE,Nordeste,2604809,-8.4332,-35.5303
Cumaru,PE,Nordeste,2604908,-8.0401,-35.7207
Cupira,PE,Nordeste,2605004,-8.583,-35.9314
Custódia,PE,Nordeste,2605103,-8.1705,-37.6793
Dormentes,PE,Nordeste,2605152,-8.4962,-40.6201
Escada,PE,Nordeste,2605202,-8.3698,-35.2645
Exu,PE,Nordeste,2605301,-7.516,-39.7482
Feira Nova,PE,Nordeste,2605400,-7.9529,-35.3832
Fernando de Noronha,PE,Nordeste,2605459,-3.857,-32.4265
Ferreiros,PE,Nordeste,2605509,-7.4785,-35.2446
Flores,PE,Nordeste,2605608,-7.9399,-37.8948
Floresta,PE,Nordeste,2605707,-8.5663,-38.3053
Frei Miguelinho,PE,Nordeste,2605806,-7.9354,-35.8851
Gameleira,PE,Nordeste,2605905,-8.6125,-35.3931
Garanhuns,PE,Nordeste,2606002,-8.929,-36.5011
Glória do Goitá,PE,Nordeste,2606101,-8.0128,-35.3383
Goiana,PE,Nordeste,2606200,-7.5969,-34.9425
Granito,PE,Nordeste,2606309,-7.7885,-39.6943
Gravatá,PE,Nordeste,2606408,-8.1994,-35.5636
Iati,PE,Nordeste,2606507,-9.1435,-36.9011
Ibimirim,PE,Nordeste,2606606,-8.5889,-37.5959
Ibirajuba,PE,Nordeste,2606705,-8.6134,-36.2014
Igarassu,PE,Nordeste,2606804,-7.8175,-34.9603
Iguaracy,PE,Nordeste,2606903,-7.8458,-37.4028
Inajá,PE,Nordeste,2607000,-8.8035,-37.8393
Ingazeira,PE,Nordeste,2607109,-7.7136,-37.4156
Ipojuca,PE,Nordeste,2607208,-8.4373,-35.0893
Ipubi,PE,Nordeste,2607307,-7.4979,-40.2174
Itacuruba,PE,Nordeste,2607406,-8.7488,-38.7273
Itaíba,PE,Nordeste,2607505,-8.9868,-37.2917
Ilha de Itamaracá,PE,Nordeste,2607604,-7.7595,-34.8544
Itambé,PE,Nordeste,2607653,-7.4499,-35.1343
Itapetim,PE,Nordeste,2607703,-7.3987,-37.143
Itapissuma,PE,Nordeste,2607752,-7.7451,-34.9068
Itaquitinga,PE,Nordeste,2607802,-7.6864,-35.0326
Jaboatão dos Guararapes,PE,Nordeste,2607901,-8.1522,-35.0033
Jaqueira,PE,Nordeste,2607950,-8.7433,-35.8078
Jataúba,PE,Nordeste,2608008,-8.0552,-36.5339
Jatobá,PE,Nordeste,2608057,-9.2078,-38.2138
João Alfredo,PE,Nordeste,2608107,-7.861,-35.5924
Joaquim Nabuco,PE,Nordeste,2608206,-8.5624,-35.5451
Jucati,PE,Nordeste,2608255,-8.7439,-36.4596
Jupi,PE,Nordeste,2608305,-8.7154,-36.394
Jurema,PE,Nordeste,2608404,-8.7554,-36.1427
Lagoa do Carro,PE,Nordeste,2608453,-7.8524,-35.3369
Lagoa de Itaenga,PE,Nordeste,2608503,-7.9089,-35.2947
Lagoa do Ouro,PE,Nordeste,2608602,-9.1621,-36.4655
Lagoa dos Gatos,PE,Nordeste,2608701,-8.6824,-35.8956
Lagoa Grande,PE,Nordeste,2608750,-8.7772,-40.223
Lajedo,PE,Nordeste,2608800,-8.678,-36.2863
Limoeiro,PE,Nordeste,2608909,-7.8477,-35.4479
Macaparana,PE,Nordeste,2609006,-7.5277,-35.4502
Machados,PE,Nordeste,2609105,-7.7039,-35.5035
Manari,PE,Nordeste,2609154,-8.8893,-37.541
Maraial,PE,Nordeste,2609204,-8.8342,-35.7617
Mirandiba,PE,Nordeste,2609303,-8.1575,-38.7361
Moreno,PE,Nordeste,2609402,-8.144,-35.1463
Nazaré da Mata,PE,Nordeste,2609501,-7.7372,-35.2332
Olinda,PE,Nordeste,2609600,-7.9931,-34.8664
Orobó,PE,Nordeste,2609709,-7.706,-35.5985
Orocó,PE,Nordeste,2609808,-8.4721,-39.5911
Ouricuri,PE,Nordeste,2609907,-7.966,-40.1645
Palmares,PE,Nordeste,2610004,-8.6565,-35.6304
Palmeirina,PE,Nordeste,2610103,-9.0114,-36.2777
Panelas,PE,Nordeste,2610202,-8.6651,-36.0491
Paranatama,PE,Nordeste,2610301,-8.8939,-36.7071
Parnamirim,PE,Nordeste,2610400,-8.16,-39.77
Passira,PE,Nordeste,2610509,-8.0125,-35.5463
Paudalho,PE,Nordeste,2610608,-7.9056,-35.1551
Paulista,PE,Nordeste,2610707,-7.9282,-34.8834
Pedra,PE,Nordeste,2610806,-8.6971,-36.8999
Pesqueira,PE,Nordeste,2610905,-8.3924,-36.7352
Petrolândia,PE,Nordeste,2611002,-8.8993,-38.3079
Petrolina,PE,Nordeste,2611101,-9.0198,-40.5724
Poção,PE,Nordeste,2611200,-8.2247,-36.7113
Pombos,PE,Nordeste,2611309,-8.1798,-35.3962
Primavera,PE,Nordeste,2611408,-8.327,-35.3908
Quipapá,PE,Nordeste,2611507,-8.8361,-36.0287
Quixaba,PE,Nordeste,2611533,-7.7176,-37.8491
Recife,PE,Nordeste,2611606,-8.0393,-34.9331
Riacho das Almas,PE,Nordeste,2611705,-8.0821,-35.8827
Ribeirão,PE,Nordeste,2611804,-8.5046,-35.3665
Rio Formoso,PE,Nordeste,2611903,-8.6751,-35.2182
Sairé,PE,Nordeste,2612000,-8.3027,-35.6845
Salgadinho,PE,Nordeste,2612109,-7.9161,-35.5938
Salgueiro,PE,Nordeste,2612208,-8.1292,-39.0898
Saloá,PE,Nordeste,2612307,-8.9916,-36.7389
Sanharó,PE,Nordeste,2612406,-8.3648,-36.5495
Santa Cruz,PE,Nordeste,2612455,-8.2912,-40.3023
Santa Cruz da Baixa Verde,PE,Nordeste,2612471,-7.8495,-38.1757
Santa Cruz do Capibaribe,PE,Nordeste,2612505,-7.8896,-36.3253
Santa Filomena,PE,Nordeste,2612554,-8.2237,-40.5715
Santa Maria da Boa Vista,PE,Nordeste,2612604,-8.6297,-39.9143
Santa Maria do Cambucá,PE,Nordeste,2612703,-7.8247,-35.8829
Santa Terezinha,PE,Nordeste,2612802,-7.4304,-37.4365
São Benedito do Sul,PE,Nordeste,2612901,-8.8093,-35.9067
São Bento do Una,PE,Nordeste,2613008,-8.5359,-36.4506
São Caitano,PE,Nordeste,2613107,-8.3288,-36.148
São João,PE,Nordeste,2613206,-8.8799,-36.3776
São Joaquim do Monte,PE,Nordeste,2613305,-8.4538,-35.8438
São José da Coroa Grande,PE,Nordeste,2613404,-8.8655,-35.1852
São José do Belmonte,PE,Nordeste,2613503,-7.8658,-38.7457
São José do Egito,PE,Nordeste,2613602,-7.5265,-37.2742
São Lourenço da Mata,PE,Nordeste,2613701,-8.0231,-35.1039
São Vicente Férrer,PE,Nordeste,2613800,-7.6054,-35.4899
Serra Talhada,PE,Nordeste,2613909,-8.0361,-38.3697
Serrita,PE,Nordeste,2614006,-7.85,-39.3816
Sertânia,PE,Nordeste,2614105,-8.2102,-37.3359
Sirinhaém,PE,Nordeste,2614204,-8.5719,-35.1722
Moreilândia,PE,Nordeste,2614303,-7.6181,-39.5226
Solidão,PE,Nordeste,2614402,-7.5847,-37.6514
Surubim,PE,Nordeste,2614501,-7.8919,-35.7544
Tabira,PE,Nordeste,2614600,-7.5773,-37.5129
Tacaimbó,PE,Nordeste,2614709,-8.348,-36.2702
Tacaratu,PE,Nordeste,2614808,-8.9568,-38.0765
Tamandaré,PE,Nordeste,2614857,-8.7457,-35.23
Taquaritinga do Norte,PE,Nordeste,2615003,-7.8694,-36.1305
Terezinha,PE,Nordeste,2615102,-9.0772,-36.6312
Terra Nova,PE,Nordeste,2615201,-8.1577,-39.3975
Timbaúba,PE,Nordeste,2615300,-7.5345,-35.3415
Toritama,PE,Nordeste,2615409,-7.999,-36.0557
Tracunhaém,PE,Nordeste,2615508,-7.7598,-35.1611
Trindade,PE,Nordeste,2615607,-7.7278,-40.295
Triunfo,PE,Nordeste,2615706,-7.8499,-38.0666
Tupanatinga,PE,Nordeste,2615805,-8.6801,-37.2692
Tuparetama,PE,Nordeste,2615904,-7.6866,-37.2629
Venturosa,PE,Nordeste,2616001,-8.6164,-36.805
Verdejante,PE,Nordeste,2616100,-7.9759,-38.9891
Vertente do Lério,PE,Nordeste,2616183,-7.7776,-35.8155
Vertentes,PE,Nordeste,2616209,-7.8901,-35.9823
Vicência,PE,Nordeste,2616308,-7.6595,-35.3572
Vitória de Santo Antão,PE,Nordeste,2616407,-8.154,-35.292
Xexéu,PE,Nordeste,2616506,-8.8362,-35.6533
Água Branca,AL,Nordeste,2700102,-9.265,-37.8987
Anadia,AL,Nordeste,2700201,-9.663,-36.3135
Arapiraca,AL,Nordeste,2700300,-9.7492,-36.6409
Atalaia,AL,Nordeste,2700409,-9.5047,-36.0725
Barra de Santo Antônio,AL,Nordeste,2700508,-9.382,-35.5646
Barra de São Miguel,AL,Nordeste,2700607,-9.8124,-35.9469
Batalha,AL,Nordeste,2700706,-9.7086,-37.1006
Belém,AL,Nordeste,2700805,-9.5574,-36.4918
Belo Monte,AL,Nordeste,2700904,-9.8177,-37.1927
Boca da Mata,AL,Nordeste,2701001,-9.6689,-36.1783
Branquinha,AL,Nordeste,2701100,-9.223,-36.0421
Cacimbinhas,AL,Nordeste,2701209,-9.4468,-36.9218
Cajueiro,AL,Nordeste,2701308,-9.3904,-36.1578
Campestre,AL,Nordeste,2701357,-8.8928,-35.5412
Campo Alegre,AL,Nordeste,2701407,-9.8149,-36.2829
Campo Grande,AL,Nordeste,2701506,-9.9672,-36.7463
Canapi,AL,Nordeste,2701605,-9.1247,-37.5281
Capela,AL,Nordeste,2701704,-9.3451,-36.0917
Carneiros,AL,Nordeste,2701803,-9.462,-37.3658
Chã Preta,AL,Nordeste,2701902,-9.2424,-36.2818
Coité do Nóia,AL,Nordeste,2702009,-9.6296,-36.5822
Colônia Leopoldina,AL,Nordeste,2702108,-8.9389,-35.7615
Coqueiro Seco,AL,Nordeste,2702207,-9.6423,-35.8087
Coruripe,AL,Nordeste,2702306,-10.0825,-36.2307
Craíbas,AL,Nordeste,2702355,-9.6294,-36.7877
Delmiro Gouveia,AL,Nordeste,2702405,-9.3976,-38.0471
Dois Riachos,AL,Nordeste,2702504,-9.3813,-37.069
Estrela de Alagoas,AL,Nordeste,2702553,-9.3934,-36.7702
Feira Grande,AL,Nordeste,2702603,-9.8893,-36.6629
Feliz Deserto,AL,Nordeste,2702702,-10.2833,-36.3359
Flexeiras,AL,Nordeste,2702801,-9.2451,-35.7639
Girau do Ponciano,AL,Nordeste,2702900,-9.7927,-36.8505
Ibateguara,AL,Nordeste,2703007,-8.9542,-35.8962
Igaci,AL,Nordeste,2703106,-9.5434,-36.682
Igreja Nova,AL,Nordeste,2703205,-10.1383,-36.6191
Inhapi,AL,Nordeste,2703304,-9.2718,-37.6922
Jacaré dos Homens,AL,Nordeste,2703403,-9.6521,-37.2279
Jacuípe,AL,Nordeste,2703502,-8.8839,-35.4473
Japaratinga,AL,Nordeste,2703601,-9.0835,-35.2983
Jaramataia,AL,Nordeste,2703700,-9.6579,-36.9938
Jequiá da Praia,AL,Nordeste,2703759,-9.9215,-36.0973
Joaquim Gomes,AL,Nordeste,2703809,-9.0789,-35.7778
Jundiá,AL,Nordeste,2703908,-8.9623,-35.5367
Junqueiro,AL,Nordeste,2704005,-9.8563,-36.4406
Lagoa da Canoa,AL,Nordeste,2704104,-9.7999,-36.736
Limoeiro de Anadia,AL,Nordeste,2704203,-9.7324,-36.4677
Maceió,AL,Nordeste,2704302,-9.5224,-35.7114
Major Isidoro,AL,Nordeste,2704401,-9.542,-37.0092
Maragogi,AL,Nordeste,2704500,-8.9517,-35.2691
Maravilha,AL,Nordeste,2704609,-9.2441,-37.3998
Marechal Deodoro,AL,Nordeste,2704708,-9.7153,-35.9096
Maribondo,AL,Nordeste,2704807,-9.5593,-36.2956
Mar Vermelho,AL,Nordeste,2704906,-9.4729,-36.4031
Mata Grande,AL,Nordeste,2705002,-9.0518,-37.7557
Matriz de Camaragibe,AL,Nordeste,2705101,-9.1045,-35.5816
Messias,AL,Nordeste,2705200,-9.3436,-35.8124
Minador do Negrão,AL,Nordeste,2705309,-9.3369,-36.8635
Monteirópolis,AL,Nordeste,2705408,-9.6006,-37.2961
Murici,AL,Nordeste,2705507,-9.2909,-35.924
Novo Lino,AL,Nordeste,2705606,-8.9644,-35.6306
Olho d'Água das Flores,AL,Nordeste,2705705,-9.533,-37.2573
Olho d'Água do Casado,AL,Nordeste,2705804,-9.4358,-37.8131
Olho d'Água Grande,AL,Nordeste,2705903,-10.0565,-36.7926
Olivença,AL,Nordeste,2706000,-9.4896,-37.1779
Ouro Branco,AL,Nordeste,2706109,-9.1278,-37.3637
Palestina,AL,Nordeste,2706208,-9.6893,-37.3025
Palmeira dos Índios,AL,Nordeste,2706307,-9.4182,-36.6057
Pão de Açúcar,AL,Nordeste,2706406,-9.6706,-37.4855
Pariconha,AL,Nordeste,2706422,-9.2405,-38.0475
Paripueira,AL,Nordeste,2706448,-9.4356,-35.5937
Passo de Camaragibe,AL,Nordeste,2706505,-9.256,-35.5
Paulo Jacinto,AL,Nordeste,2706604,-9.3776,-36.4094
Penedo,AL,Nordeste,2706703,-10.2314,-36.4825
Piaçabuçu,AL,Nordeste,2706802,-10.3869,-36.4017
Pilar,AL,Nordeste,2706901,-9.6153,-36.0046
Pindoba,AL,Nordeste,2707008,-9.4758,-36.2858
Piranhas,AL,Nordeste,2707107,-9.5261,-37.7251
Poço das Trincheiras,AL,Nordeste,2707206,-9.2988,-37.32
Porto Calvo,AL,Nordeste,2707305,-9.026,-35.4268
Porto de Pedras,AL,Nordeste,2707404,-9.1437,-35.4069
Porto Real do Colégio,AL,Nordeste,2707503,-10.1211,-36.7362
Quebrangulo,AL,Nordeste,2707602,-9.3033,-36.4612
Rio Largo,AL,Nordeste,2707701,-9.48,-35.8644
Roteiro,AL,Nordeste,2707800,-9.8688,-35.9804
Santa Luzia do Norte,AL,Nordeste,2707909,-9.6121,-35.8299
Santana do Ipanema,AL,Nordeste,2708006,-9.359,-37.2111
Santana do Mundaú,AL,Nordeste,2708105,-9.131,-36.1913
São Brás,AL,Nordeste,2708204,-10.1087,-36.8622
São José da Laje,AL,Nordeste,2708303,-8.9875,-36.04
São José da Tapera,AL,Nordeste,2708402,-9.5331,-37.4899
São Luís do Quitunde,AL,Nordeste,2708501,-9.2497,-35.6342
São Miguel dos Campos,AL,Nordeste,2708600,-9.7728,-36.1008
São Miguel dos Milagres,AL,Nordeste,2708709,-9.2308,-35.4069
São Sebastião,AL,Nordeste,2708808,-9.9624,-36.5502
Satuba,AL,Nordeste,2708907,-9.5781,-35.8455
Senador Rui Palmeira,AL,Nordeste,2708956,-9.3907,-37.5129
Tanque d'Arca,AL,Nordeste,2709004,-9.5577,-36.4229
Taquarana,AL,Nordeste,2709103,-9.6247,-36.4953
Teotônio Vilela,AL,Nordeste,2709152,-9.9647,-36.3715
Traipu,AL,Nordeste,2709202,-9.8976,-36.9692
União dos Palmares,AL,Nordeste,2709301,-9.1203,-36.0144
Viçosa,AL,Nordeste,2709400,-9.359,-36.2655
Amparo do São Francisco,SE,Nordeste,2800100,-10.1656,-36.9215
Aquidabã,SE,Nordeste,2800209,-10.2608,-37.0641
Aracaju,SE,Nordeste,2800308,-10.9942,-37.0949
Arauá,SE,Nordeste,2800407,-11.2604,-37.5897
Areia Branca,SE,Nordeste,2800506,-10.7872,-37.3315
Barra dos Coqueiros,SE,Nordeste,2800605,-10.8511,-36.9694
Boquim,SE,Nordeste,2800670,-11.1203,-37.597
Brejo Grande,SE,Nordeste,2800704,-10.4773,-36.4739
Campo do Brito,SE,Nordeste,2801009,-10.7663,-37.5007
Canhoba,SE,Nordeste,2801108,-10.1484,-37.0007
Canindé de São Francisco,SE,Nordeste,2801207,-9.7129,-37.8991
Capela,SE,Nordeste,2801306,-10.4688,-37.0363
Carira,SE,Nordeste,2801405,-10.3637,-37.7106
Carmópolis,SE,Nordeste,2801504,-10.6646,-36.9661
Cedro de São João,SE,Nordeste,2801603,-10.2665,-36.8992
Cristinápolis,SE,Nordeste,2801702,-11.482,-37.7329
Cumbe,SE,Nordeste,2801900,-10.3484,-37.1958
Divina Pastora,SE,Nordeste,2802007,-10.6759,-37.1566
Estância,SE,Nordeste,2802106,-11.2495,-37.3979
Feira Nova,SE,Nordeste,2802205,-10.2819,-37.3301
Frei Paulo,SE,Nordeste,2802304,-10.5225,-37.5899
Gararu,SE,Nordeste,2802403,-10.0279,-37.2043
General Maynard,SE,Nordeste,2802502,-10.693,-36.9711
Graccho Cardoso,SE,Nordeste,2802601,-10.2225,-37.2193
Ilha das Flores,SE,Nordeste,2802700,-10.4566,-36.5551
Indiaroba,SE,Nordeste,2802809,-11.4755,-37.5289
Itabaiana,SE,Nordeste,2802908,-10.6856,-37.4216
Itabaianinha,SE,Nordeste,2803005,-11.2587,-37.7792
Itabi,SE,Nordeste,2803104,-10.1059,-37.1439
Itaporanga d'Ajuda,SE,Nordeste,2803203,-11.0577,-37.3182
Japaratuba,SE,Nordeste,2803302,-10.5532,-36.903
Japoatã,SE,Nordeste,2803401,-10.4361,-36.7887
Lagarto,SE,Nordeste,2803500,-10.9027,-37.6644
Laranjeiras,SE,Nordeste,2803609,-10.8045,-37.1862
Macambira,SE,Nordeste,2803708,-10.66,-37.5969
Malhada dos Bois,SE,Nordeste,2803807,-10.3292,-36.9444
Malhador,SE,Nordeste,2803906,-10.6729,-37.2878
Maruim,SE,Nordeste,2804003,-10.7304,-37.1052
Moita Bonita,SE,Nordeste,2804102,-10.5935,-37.3404
Monte Alegre de Sergipe,SE,Nordeste,2804201,-10.0645,-37.6163
Muribeca,SE,Nordeste,2804300,-10.384,-36.959
Neópolis,SE,Nordeste,2804409,-10.3483,-36.6604
Nossa Senhora Aparecida,SE,Nordeste,2804458,-10.3581,-37.5049
Nossa Senhora da Glória,SE,Nordeste,2804508,-10.1783,-37.5293
Nossa Senhora das Dores,SE,Nordeste,2804607,-10.4666,-37.2404
Nossa Senhora de Lourdes,SE,Nordeste,2804706,-10.0768,-37.0145
Nossa Senhora do Socorro,SE,Nordeste,2804805,-10.8638,-37.1456
Pacatuba,SE,Nordeste,2804904,-10.5191,-36.647
Pedra Mole,SE,Nordeste,2805000,-10.6248,-37.6801
Pedrinhas,SE,Nordeste,2805109,-11.2044,-37.6582
Pinhão,SE,Nordeste,2805208,-10.5633,-37.7581
Pirambu,SE,Nordeste,2805307,-10.6539,-36.805
Poço Redondo,SE,Nordeste,2805406,-9.8654,-37.6993
Poço Verde,SE,Nordeste,2805505,-10.8007,-38.1271
Porto da Folha,SE,Nordeste,2805604,-9.9137,-37.4224
Propriá,SE,Nordeste,2805703,-10.2449,-36.8031
Riachão do Dantas,SE,Nordeste,2805802,-11.034,-37.8004
Riachuelo,SE,Nordeste,2805901,-10.7306,-37.2253
Ribeirópolis,SE,Nordeste,2806008,-10.504,-37.4294
Rosário do Catete,SE,Nordeste,2806107,-10.6825,-37.0355
Salgado,SE,Nordeste,2806206,-11.0627,-37.4806
Santa Luzia do Itanhy,SE,Nordeste,2806305,-11.3616,-37.5066
Santana do São Francisco,SE,Nordeste,2806404,-10.287,-36.6367
Santa Rosa de Lima,SE,Nordeste,2806503,-10.632,-37.2361
Santo Amaro das Brotas,SE,Nordeste,2806602,-10.7737,-36.9826
São Cristóvão,SE,Nordeste,2806701,-10.9622,-37.2204
São Domingos,SE,Nordeste,2806800,-10.7824,-37.5748
São Francisco,SE,Nordeste,2806909,-10.3352,-36.8669
São Miguel do Aleixo,SE,Nordeste,2807006,-10.4039,-37.3623
Simão Dias,SE,Nordeste,2807105,-10.7565,-37.8283
Siriri,SE,Nordeste,2807204,-10.5749,-37.1252
Telha,SE,Nordeste,2807303,-10.1931,-36.8895
Tobias Barreto,SE,Nordeste,2807402,-11.0423,-38.0032
Tomar do Geru,SE,Nordeste,2807501,-11.3699,-37.8752
Umbaúba,SE,Nordeste,2807600,-11.3999,-37.6624
Abaíra,BA,Nordeste,2900108,-13.2966,-41.7429
Abaré,BA,Nordeste,2900207,-8.8335,-39.3177
Acajutiba,BA,Nordeste,2900306,-11.6632,-38.0005
Adustina,BA,Nordeste,2900355,-10.5623,-38.0376
Água Fria,BA,Nordeste,2900405,-11.8232,-38.7105
Érico Cardoso,BA,Nordeste,2900504,-13.4002,-42.0673
Aiquara,BA,Nordeste,2900603,-14.0918,-39.8809
Alagoinhas,BA,Nordeste,2900702,-12.1131,-38.4022
Alcobaça,BA,Nordeste,2900801,-17.4692,-39.4096
Almadina,BA,Nordeste,2900900,-14.7013,-39.6641
Amargosa,BA,Nordeste,2901007,-13.0409,-39.6263
Amélia Rodrigues,BA,Nordeste,2901106,-12.4212,-38.7205
América Dourada,BA,Nordeste,2901155,-11.4062,-41.5229
Anagé,BA,Nordeste,2901205,-14.5899,-40.9277
Andaraí,BA,Nordeste,2901304,-12.7336,-41.215
Andorinha,BA,Nordeste,2901353,-10.2808,-39.8719
Angical,BA,Nordeste,2901403,-11.9966,-44.6478
Anguera,BA,Nordeste,2901502,-12.183,-39.1928
Antas,BA,Nordeste,2901601,-10.3967,-38.3004
Antônio Cardoso,BA,Nordeste,2901700,-12.3798,-39.1471
Antônio Gonçalves,BA,Nordeste,2901809,-10.6015,-40.3624
Aporá,BA,Nordeste,2901908,-11.7316,-38.1938
Apuarema,BA,Nordeste,2901957,-13.82,-39.7516
Aracatu,BA,Nordeste,2902005,-14.3712,-41.3745
Araçás,BA,Nordeste,2902054,-12.1729,-38.2125
Araci,BA,Nordeste,2902104,-11.2125,-39.0645
Aramari,BA,Nordeste,2902203,-12.0507,-38.525
Arataca,BA,Nordeste,2902252,-15.2433,-39.4122
Aratuípe,BA,Nordeste,2902302,-13.0846,-39.0694
Aurelino Leal,BA,Nordeste,2902401,-14.3621,-39.4783
Baianópolis,BA,Nordeste,2902500,-12.6572,-44.4403
Baixa Grande,BA,Nordeste,2902609,-11.9648,-40.1528
Banzaê,BA,Nordeste,2902658,-10.6165,-38.6543
Barra,BA,Nordeste,2902708,-11.0306,-43.3661
Barra da Estiva,BA,Nordeste,2902807,-13.6505,-41.0981
Barra do Choça,BA,Nordeste,2902906,-14.9131,-40.5813
Barra do Mendes,BA,Nordeste,2903003,-11.95,-42.1095
Barra do Rocha,BA,Nordeste,2903102,-14.1025,-39.5879
Barreiras,BA,Nordeste,2903201,-12.0128,-45.5423
Barro Alto,BA,Nordeste,2903235,-11.848,-41.8368
Barrocas,BA,Nordeste,2903276,-11.538,-39.0949
Barro Preto,BA,Nordeste,2903300,-14.7759,-39.4447
Belmonte,BA,Nordeste,2903409,-15.9365,-39.1738
Belo Campo,BA,Nordeste,2903508,-14.9985,-41.2038
Biritinga,BA,Nordeste,2903607,-11.5853,-38.7926
Boa Nova,BA,Nordeste,2903706,-14.3602,-40.23
Boa Vista do Tupim,BA,Nordeste,2903805,-12.7702,-40.6702
Bom Jesus da Lapa,BA,Nordeste,2903904,-13.2771,-43.2934
Bom Jesus da Serra,BA,Nordeste,2903953,-14.3899,-40.5773
Boninal,BA,Nordeste,2904001,-12.7767,-41.8025
Bonito,BA,Nordeste,2904050,-11.9693,-41.3204
Boquira,BA,Nordeste,2904100,-12.7411,-42.7223
Botuporã,BA,Nordeste,2904209,-13.3262,-42.5347
Brejões,BA,Nordeste,2904308,-13.0754,-39.8508
Brejolândia,BA,Nordeste,2904407,-12.4994,-43.8248
Brotas de Macaúbas,BA,Nordeste,2904506,-12.0893,-42.447
