nome_municipio,UF,regiao,codigo_municipio,latitude,longitude
Alta Floresta D'Oeste,RO,Norte,1100015,-12.4701,-62.2747
Ariquemes,RO,Norte,1100023,-9.9519,-62.9572
Cabixi,RO,Norte,1100031,-13.4749,-60.6398
Cacoal,RO,Norte,1100049,-11.3013,-61.3247
Cerejeiras,RO,Norte,1100056,-13.2036,-61.261
Colorado do Oeste,RO,Norte,1100064,-13.1592,-60.5502
Corumbiara,RO,Norte,1100072,-12.9266,-61.0916
Costa Marques,RO,Norte,1100080,-12.1473,-64.0588
Espigão D'Oeste,RO,Norte,1100098,-11.3513,-60.7848
Guajará-Mirim,RO,Norte,1100106,-11.3056,-64.5376
Jaru,RO,Norte,1100114,-10.5924,-62.5849
Ji-Paraná,RO,Norte,1100122,-10.4622,-61.7573
Machadinho D'Oeste,RO,Norte,1100130,-9.2041,-62.0104
Nova Brasilândia D'Oeste,RO,Norte,1100148,-11.6431,-62.2802
Ouro Preto do Oeste,RO,Norte,1100155,-10.6106,-62.1725
Pimenta Bueno,RO,Norte,1100189,-11.8945,-60.8304
Porto Velho,RO,Norte,1100205,-9.1536,-64.3068
Presidente Médici,RO,Norte,1100254,-11.1663,-61.878
Rio Crespo,RO,Norte,1100262,-9.6452,-62.7901
Rolim de Moura,RO,Norte,1100288,-11.7326,-61.7716
Santa Luzia D'Oeste,RO,Norte,1100296,-12.027,-61.7011
Vilhena,RO,Norte,1100304,-12.096,-60.2486
São Miguel do Guaporé,RO,Norte,1100320,-11.6122,-62.9877
Nova Mamoré,RO,Norte,1100338,-10.3822,-64.6291
Alvorada D'Oeste,RO,Norte,1100346,-11.3114,-62.545
Alto Alegre dos Parecis,RO,Norte,1100379,-12.5937,-61.8808
Alto Paraíso,RO,Norte,1100403,-9.6493,-63.3943
Buritis,RO,Norte,1100452,-10.0521,-63.9412
Novo Horizonte do Oeste,RO,Norte,1100502,-11.6811,-62.0832
Cacaulândia,RO,Norte,1100601,-10.3316,-62.9872
Campo Novo de Rondônia,RO,Norte,1100700,-10.4849,-63.7997
Candeias do Jamari,RO,Norte,1100809,-8.887,-63.3256
Castanheiras,RO,Norte,1100908,-11.4708,-61.8801
Chupinguaia,RO,Norte,1100924,-12.5372,-60.8991
Cujubim,RO,Norte,1100940,-9.1711,-62.5653
Governador Jorge Teixeira,RO,Norte,1101005,-10.748,-63.184
Itapuã do Oeste,RO,Norte,1101104,-9.1702,-63.0449
Ministro Andreazza,RO,Norte,1101203,-11.1603,-61.569
Mirante da Serra,RO,Norte,1101302,-11.0768,-62.848
Monte Negro,RO,Norte,1101401,-10.2108,-63.3724
Nova União,RO,Norte,1101435,-10.8893,-62.5324
Parecis,RO,Norte,1101450,-12.2623,-61.4154
Pimenteiras do Oeste,RO,Norte,1101468,-13.1739,-61.5453
Primavera de Rondônia,RO,Norte,1101476,-11.8787,-61.3153
São Felipe D'Oeste,RO,Norte,1101484,-11.905,-61.4671
São Francisco do Guaporé,RO,Norte,1101492,-12.3684,-63.1221
Seringueiras,RO,Norte,1101500,-11.7825,-63.1865
Teixeirópolis,RO,Norte,1101559,-10.9435,-62.2798
Theobroma,RO,Norte,1101609,-10.1218,-62.3425
Urupá,RO,Norte,1101708,-11.104,-62.4244
Vale do Anari,RO,Norte,1101757,-9.7324,-61.9391
Vale do Paraíso,RO,Norte,1101807,-10.3843,-62.094
Acrelândia,AC,Norte,1200013,-9.9339,-66.9502
Assis Brasil,AC,Norte,1200054,-10.7797,-70.0038
Brasiléia,AC,Norte,1200104,-10.7474,-69.2075
Bujari,AC,Norte,1200138,-9.6141,-68.1737
Capixaba,AC,Norte,1200179,-10.4743,-67.8359
Cruzeiro do Sul,AC,Norte,1200203,-7.9722,-72.7557
Epitaciolândia,AC,Norte,1200252,-10.8892,-68.6182
Feijó,AC,Norte,1200302,-8.9234,-70.744
Jordão,AC,Norte,1200328,-9.2417,-71.9055
Mâncio Lima,AC,Norte,1200336,-7.5048,-73.4358
Manoel Urbano,AC,Norte,1200344,-9.3769,-69.85
Marechal Thaumaturgo,AC,Norte,1200351,-9.0961,-72.5588
Plácido de Castro,AC,Norte,1200385,-10.2491,-67.3403
Porto Walter,AC,Norte,1200393,-8.4921,-72.7341
Rio Branco,AC,Norte,1200401,-10.0661,-68.3711
Rodrigues Alves,AC,Norte,1200427,-7.844,-73.2243
Santa Rosa do Purus,AC,Norte,1200435,-9.4121,-70.3974
Senador Guiomard,AC,Norte,1200450,-9.9973,-67.4277
Sena Madureira,AC,Norte,1200500,-9.7705,-69.3803
Tarauacá,AC,Norte,1200609,-8.2395,-71.445
Xapuri,AC,Norte,1200708,-10.5756,-68.5047
Porto Acre,AC,Norte,1200807,-9.6295,-67.6984
Alvarães,AM,Norte,1300029,-3.6947,-65.3245
Amaturá,AM,Norte,1300060,-3.4184,-68.2865
Anamã,AM,Norte,1300086,-3.5019,-61.718
Anori,AM,Norte,1300102,-4.1987,-62.0954
Apuí,AM,Norte,1300144,-7.76,-59.4321
Atalaia do Norte,AM,Norte,1300201,-5.7112,-71.7412
Autazes,AM,Norte,1300300,-3.7872,-59.5255
Barcelos,AM,Norte,1300409,-0.4654,-63.4346
Barreirinha,AM,Norte,1300508,-3.129,-57.1724
Benjamin Constant,AM,Norte,1300607,-5.427,-70.2764
Beruri,AM,Norte,1300631,-4.6062,-61.8044
Boa Vista do Ramos,AM,Norte,1300680,-3.1378,-57.6701
Boca do Acre,AM,Norte,1300706,-8.7732,-68.0476
Borba,AM,Norte,1300805,-4.9576,-59.5347
Caapiranga,AM,Norte,1300839,-3.082,-61.8778
Canutama,AM,Norte,1300904,-7.3008,-64.0619
Carauari,AM,Norte,1301001,-5.1185,-67.3375
Careiro,AM,Norte,1301100,-3.7705,-60.1833
Careiro da Várzea,AM,Norte,1301159,-3.286,-59.5987
Coari,AM,Norte,1301209,-4.4364,-64.1253
Codajás,AM,Norte,1301308,-3.289,-62.9733
Eirunepé,AM,Norte,1301407,-7.022,-70.2182
Envira,AM,Norte,1301506,-7.5733,-70.0551
Fonte Boa,AM,Norte,1301605,-2.491,-66.3576
Guajará,AM,Norte,1301654,-7.2298,-72.8446
Humaitá,AM,Norte,1301704,-7.3612,-62.4864
Ipixuna,AM,Norte,1301803,-7.1805,-71.4129
Iranduba,AM,Norte,1301852,-3.0952,-60.4797
Itacoatiara,AM,Norte,1301902,-3.1741,-58.7753
Itamarati,AM,Norte,1301951,-6.6828,-68.1128
Itapiranga,AM,Norte,1302009,-2.4972,-58.6133
Japurá,AM,Norte,1302108,-1.6982,-68.3197
Juruá,AM,Norte,1302207,-3.5246,-66.3079
Jutaí,AM,Norte,1302306,-4.7152,-68.4063
Lábrea,AM,Norte,1302405,-8.3756,-65.8117
Manacapuru,AM,Norte,1302504,-3.2915,-60.9588
Manaquiri,AM,Norte,1302553,-3.7791,-60.6973
Manaus,AM,Norte,1302603,-2.6259,-60.2596
Manicoré,AM,Norte,1302702,-6.46,-61.4468
Maraã,AM,Norte,1302801,-2.4268,-65.0396
Maués,AM,Norte,1302900,-4.9848,-58.0609
Nhamundá,AM,Norte,1303007,-1.6806,-57.6562
Nova Olinda do Norte,AM,Norte,1303106,-3.9895,-58.5998
Novo Airão,AM,Norte,1303205,-2.0482,-61.7034
Novo Aripuanã,AM,Norte,1303304,-6.824,-60.4772
Parintins,AM,Norte,1303403,-2.6881,-56.8546
Pauini,AM,Norte,1303502,-7.7578,-68.1971
Presidente Figueiredo,AM,Norte,1303536,-1.3709,-59.9896
Rio Preto da Eva,AM,Norte,1303569,-2.5298,-59.6384
Santa Isabel do Rio Negro,AM,Norte,1303601,-0.3183,-65.5215
Santo Antônio do Içá,AM,Norte,1303700,-3.0529,-69.0902
São Gabriel da Cachoeira,AM,Norte,1303809,0.3683,-67.9994
São Paulo de Olivença,AM,Norte,1303908,-4.5014,-69.4511
São Sebastião do Uatumã,AM,Norte,1303957,-1.9418,-58.7053
Silves,AM,Norte,1304005,-2.8205,-58.5371
Tabatinga,AM,Norte,1304062,-4.0282,-69.6776
Tapauá,AM,Norte,1304104,-6.0937,-64.9558
Tefé,AM,Norte,1304203,-4.4701,-65.5315
Tonantins,AM,Norte,1304237,-2.6918,-67.826
Uarini,AM,Norte,1304260,-3.1656,-65.4108
Urucará,AM,Norte,1304302,-0.895,-59.0289
Urucurituba,AM,Norte,1304401,-2.8149,-57.7734
Amajari,RR,Norte,1400027,3.7324,-62.4325
Alto Alegre,RR,Norte,1400050,3.0716,-62.7407
Boa Vista,RR,Norte,1400100,3.1179,-60.718
Bonfim,RR,Norte,1400159,2.7876,-60.1006
Cantá,RR,Norte,1400175,2.2728,-60.5423
Caracaraí,RR,Norte,1400209,0.9908,-61.4714
Caroebe,RR,Norte,1400233,0.9146,-59.3382
Iracema,RR,Norte,1400282,2.1819,-62.4023
Mucajaí,RR,Norte,1400308,2.511,-61.9968
Normandia,RR,Norte,1400407,3.8789,-60.0654
Pacaraima,RR,Norte,1400456,4.1683,-60.8391
Rorainópolis,RR,Norte,1400472,0.038,-61.0112
São João da Baliza,RR,Norte,1400506,0.6358,-59.845
São Luiz,RR,Norte,1400605,0.8844,-60.1518
Uiramutã,RR,Norte,1400704,4.6848,-60.2786
Abaetetuba,PA,Norte,1500107,-1.7303,-48.8831
Abel Figueiredo,PA,Norte,1500131,-4.9573,-48.4246
Acará,PA,Norte,1500206,-2.0354,-48.4115
Afuá,PA,Norte,1500305,-0.2628,-50.7259
Água Azul do Norte,PA,Norte,1500347,-6.773,-50.4302
Alenquer,PA,Norte,1500404,-0.6046,-55.0392
Almeirim,PA,Norte,1500503,0.2848,-53.8937
Altamira,PA,Norte,1500602,-6.4862,-53.8867
Anajás,PA,Norte,1500701,-0.8271,-49.9614
Ananindeua,PA,Norte,1500800,-1.3341,-48.3835
Anapu,PA,Norte,1500859,-3.9972,-51.3013
Augusto Corrêa,PA,Norte,1500909,-1.1069,-46.5082
Aurora do Pará,PA,Norte,1500958,-2.2312,-47.7264
Aveiro,PA,Norte,1501006,-3.6672,-56.0163
Bagre,PA,Norte,1501105,-2.3731,-50.1818
Baião,PA,Norte,1501204,-3.1298,-49.699
Bannach,PA,Norte,1501253,-7.4864,-50.6344
Barcarena,PA,Norte,1501303,-1.4986,-48.6342
Belém,PA,Norte,1501402,-1.2407,-48.4599
Belterra,PA,Norte,1501451,-3.1911,-54.9928
Benevides,PA,Norte,1501501,-1.3396,-48.2756
Bom Jesus do Tocantins,PA,Norte,1501576,-5.0543,-48.7635
Bonito,PA,Norte,1501600,-1.3873,-47.3023
Bragança,PA,Norte,1501709,-1.1932,-46.7636
Brasil Novo,PA,Norte,1501725,-3.2921,-52.6854
Brejo Grande do Araguaia,PA,Norte,1501758,-5.7355,-48.4319
Breu Branco,PA,Norte,1501782,-3.7335,-49.3712
Breves,PA,Norte,1501808,-1.1209,-50.6281
Bujaru,PA,Norte,1501907,-1.633,-48.0899
Cachoeira do Piriá,PA,Norte,1501956,-1.9887,-46.4432
Cachoeira do Arari,PA,Norte,1502004,-0.8694,-48.8772
Cametá,PA,Norte,1502103,-2.253,-49.5135
Canaã dos Carajás,PA,Norte,1502152,-6.4242,-50.0857
Capanema,PA,Norte,1502202,-1.1421,-47.1179
Capitão Poço,PA,Norte,1502301,-2.0422,-47.2334
Castanhal,PA,Norte,1502400,-1.2685,-47.877
Chaves,PA,Norte,1502509,-0.0332,-49.8434
Colares,PA,Norte,1502608,-0.9358,-48.2737
Conceição do Araguaia,PA,Norte,1502707,-8.1825,-49.5127
Concórdia do Pará,PA,Norte,1502756,-1.8817,-47.9747
Cumaru do Norte,PA,Norte,1502764,-8.4582,-51.221
Curionópolis,PA,Norte,1502772,-6.2289,-49.6246
Curralinho,PA,Norte,1502806,-1.5835,-49.988
Curuá,PA,Norte,1502855,-1.8458,-55.1135
Curuçá,PA,Norte,1502905,-0.7436,-47.8634
Dom Eliseu,PA,Norte,1502939,-4.1866,-47.8981
Eldorado do Carajás,PA,Norte,1502954,-6.0696,-49.2454
Faro,PA,Norte,1503002,-1.1592,-57.8059
Floresta do Araguaia,PA,Norte,1503044,-7.5483,-49.576
Garrafão do Norte,PA,Norte,1503077,-2.1683,-47.076
Goianésia do Pará,PA,Norte,1503093,-4.0272,-49.0057
Gurupá,PA,Norte,1503101,-1.1494,-51.5539
Igarapé-Açu,PA,Norte,1503200,-1.145,-47.566
Igarapé-Miri,PA,Norte,1503309,-2.0627,-49.1307
Inhangapi,PA,Norte,1503408,-1.4647,-47.9227
Ipixuna do Pará,PA,Norte,1503457,-2.8058,-47.9215
Irituia,PA,Norte,1503507,-1.8115,-47.3999
Itaituba,PA,Norte,1503606,-5.8711,-56.4967
Itupiranga,PA,Norte,1503705,-5.1148,-49.8697
Jacareacanga,PA,Norte,1503754,-7.4453,-57.3027
Jacundá,PA,Norte,1503804,-4.5985,-49.1812
Juruti,PA,Norte,1503903,-2.6228,-56.2213
Limoeiro do Ajuru,PA,Norte,1504000,-1.8642,-49.4692
Mãe do Rio,PA,Norte,1504059,-1.991,-47.5128
Magalhães Barata,PA,Norte,1504109,-0.8099,-47.6352
Marabá,PA,Norte,1504208,-5.6298,-50.017
Maracanã,PA,Norte,1504307,-0.8101,-47.4974
Marapanim,PA,Norte,1504406,-0.8374,-47.7098
Marituba,PA,Norte,1504422,-1.3975,-48.3198
Medicilândia,PA,Norte,1504455,-3.1602,-53.195
Melgaço,PA,Norte,1504505,-1.6076,-51.1039
Mocajuba,PA,Norte,1504604,-2.5767,-49.4664
Moju,PA,Norte,1504703,-2.6839,-49.074
Mojuí dos Campos,PA,Norte,1504752,-3.0704,-54.5752
Monte Alegre,PA,Norte,1504802,-1.0743,-54.3531
Muaná,PA,Norte,1504901,-1.3557,-49.3093
Nova Esperança do Piriá,PA,Norte,1504950,-2.3926,-46.9
Nova Ipixuna,PA,Norte,1504976,-4.9811,-49.2308
Nova Timboteua,PA,Norte,1505007,-1.1564,-47.3921
Novo Progresso,PA,Norte,1505031,-8.0623,-55.612
Novo Repartimento,PA,Norte,1505064,-4.5028,-50.2716
Óbidos,PA,Norte,1505106,-0.1696,-55.6749
Oeiras do Pará,PA,Norte,1505205,-2.2789,-49.9023
Oriximiná,PA,Norte,1505304,0.2542,-57.1499
Ourém,PA,Norte,1505403,-1.4959,-47.1392
Ourilândia do Norte,PA,Norte,1505437,-7.5205,-51.4309
Pacajá,PA,Norte,1505486,-3.6841,-50.6317
Palestina do Pará,PA,Norte,1505494,-5.9273,-48.3702
Paragominas,PA,Norte,1505502,-3.2035,-47.6032
Parauapebas,PA,Norte,1505536,-6.1517,-50.4898
Pau D'Arco,PA,Norte,1505551,-7.737,-50.1236
Peixe-Boi,PA,Norte,1505601,-1.1307,-47.272
Piçarra,PA,Norte,1505635,-6.541,-49.0118
Placas,PA,Norte,1505650,-3.8898,-54.5007
Ponta de Pedras,PA,Norte,1505700,-1.1175,-49.0773
Portel,PA,Norte,1505809,-2.5654,-50.9556
Porto de Moz,PA,Norte,1505908,-2.1846,-52.5477
Prainha,PA,Norte,1506005,-2.1203,-53.6602
Primavera,PA,Norte,1506104,-0.9524,-47.1314
Quatipuru,PA,Norte,1506112,-0.8601,-47.0155
Redenção,PA,Norte,1506138,-8.0693,-50.1981
Rio Maria,PA,Norte,1506161,-7.3406,-49.8951
Rondon do Pará,PA,Norte,1506187,-4.5169,-48.46
Rurópolis,PA,Norte,1506195,-4.241,-55.2107
Salinópolis,PA,Norte,1506203,-0.684,-47.3517
Salvaterra,PA,Norte,1506302,-0.7966,-48.63
Santa Bárbara do Pará,PA,Norte,1506351,-1.1943,-48.2505
Santa Cruz do Arari,PA,Norte,1506401,-0.5834,-49.3139
Santa Izabel do Pará,PA,Norte,1506500,-1.3652,-48.1293
Santa Luzia do Pará,PA,Norte,1506559,-1.6566,-46.9269
Santa Maria das Barreiras,PA,Norte,1506583,-8.6338,-50.3144
Santa Maria do Pará,PA,Norte,1506609,-1.3745,-47.5216
Santana do Araguaia,PA,Norte,1506708,-9.3641,-50.6113
Santarém,PA,Norte,1506807,-2.6793,-55.2384
Santarém Novo,PA,Norte,1506906,-0.9133,-47.3329
Santo Antônio do Tauá,PA,Norte,1507003,-1.0933,-48.1828
São Caetano de Odivelas,PA,Norte,1507102,-0.8661,-48.0258
São Domingos do Araguaia,PA,Norte,1507151,-5.6576,-48.7306
São Domingos do Capim,PA,Norte,1507201,-1.8826,-47.7715
São Félix do Xingu,PA,Norte,1507300,-7.2334,-52.2527
São Francisco do Pará,PA,Norte,1507409,-1.206,-47.7468
São Geraldo do Araguaia,PA,Norte,1507458,-6.1893,-48.7482
São João da Ponta,PA,Norte,1507466,-0.8705,-47.9645
São João de Pirabas,PA,Norte,1507474,-0.7838,-47.2179
São João do Araguaia,PA,Norte,1507508,-5.4473,-48.6968
São Miguel do Guamá,PA,Norte,1507607,-1.5515,-47.6108
São Sebastião da Boa Vista,PA,Norte,1507706,-1.4341,-49.6803
Sapucaia,PA,Norte,1507755,-6.8389,-49.5698
Senador José Porfírio,PA,Norte,1507805,-4.3241,-51.7638
Soure,PA,Norte,1507904,-0.4483,-48.6977
Tailândia,PA,Norte,1507953,-2.9078,-48.7367
Terra Alta,PA,Norte,1507961,-1.0026,-47.8483
Terra Santa,PA,Norte,1507979,-1.9515,-56.4584
Tomé-Açu,PA,Norte,1508001,-2.6361,-48.2676
Tracuateua,PA,Norte,1508035,-1.041,-46.939
Trairão,PA,Norte,1508050,-5.1302,-56.0035
Tucumã,PA,Norte,1508084,-6.8202,-51.3914
Tucuruí,PA,Norte,1508100,-3.8563,-49.8211
Ulianópolis,PA,Norte,1508126,-3.8098,-47.4936
Uruará,PA,Norte,1508159,-3.5836,-53.8073
Vigia,PA,Norte,1508209,-0.9334,-48.1049
Viseu,PA,Norte,1508308,-1.5256,-46.4538
Vitória do Xingu,PA,Norte,1508357,-3.1353,-51.974
Xinguara,PA,Norte,1508407,-6.9178,-49.6353
Serra do Navio,AP,Norte,1600055,1.6517,-52.2681
Amapá,AP,Norte,1600105,1.7299,-50.6024
Pedra Branca do Amapari,AP,Norte,1600154,1.1576,-52.5196
Calçoene,AP,Norte,1600204,2.4238,-51.4066
Cutias,AP,Norte,1600212,1.0356,-50.4871
Ferreira Gomes,AP,Norte,1600238,0.9571,-51.4174
Itaubal,AP,Norte,1600253,0.5384,-50.6403
Laranjal do Jari,AP,Norte,1600279,1.0926,-53.3039
Macapá,AP,Norte,1600303,0.5628,-50.6918
Mazagão,AP,Norte,1600402,-0.0668,-51.9512
Oiapoque,AP,Norte,1600501,3.1106,-51.9001
Porto Grande,AP,Norte,1600535,0.5856,-51.67
Pracuúba,AP,Norte,1600550,1.6258,-51.2785
Santana,AP,Norte,1600600,0.1298,-51.3784
Tartarugalzinho,AP,Norte,1600709,1.2976,-50.9926
Vitória do Jari,AP,Norte,1600808,-0.9964,-52.0612
Abreulândia,TO,Norte,1700251,-9.4788,-49.3113
Aguiarnópolis,TO,Norte,1700301,-6.4886,-47.5134
Aliança do Tocantins,TO,Norte,1700350,-11.3312,-48.9083
Almas,TO,Norte,1700400,-11.4295,-47.211
Alvorada,TO,Norte,1700707,-12.4075,-49.1118
Ananás,TO,Norte,1701002,-6.2327,-48.1866
Angico,TO,Norte,1701051,-6.4358,-47.9132
Aparecida do Rio Negro,TO,Norte,1701101,-9.9866,-48.0
Aragominas,TO,Norte,1701309,-6.9455,-48.6323
Araguacema,TO,Norte,1701903,-8.9391,-49.5055
Araguaçu,TO,Norte,1702000,-12.8399,-49.6964
Araguaína,TO,Norte,1702109,-7.3313,-48.5878
Araguanã,TO,Norte,1702158,-6.791,-48.5245
Araguatins,TO,Norte,1702208,-5.6658,-48.1048
Arapoema,TO,Norte,1702307,-7.7234,-48.9998
Arraias,TO,Norte,1702406,-12.8172,-47.0478
Augustinópolis,TO,Norte,1702554,-5.4978,-47.9282
Aurora do Tocantins,TO,Norte,1702703,-12.6466,-46.4329
Axixá do Tocantins,TO,Norte,1702901,-5.6494,-47.7661
Babaçulândia,TO,Norte,1703008,-7.1745,-47.8568
Bandeirantes do Tocantins,TO,Norte,1703057,-7.903,-48.6755
Barra do Ouro,TO,Norte,1703073,-7.7178,-47.5786
Barrolândia,TO,Norte,1703107,-9.8658,-48.7912
Bernardo Sayão,TO,Norte,1703206,-7.9835,-48.9691
Bom Jesus do Tocantins,TO,Norte,1703305,-9.0124,-47.8792
Brasilândia do Tocantins,TO,Norte,1703602,-8.2899,-48.4428
Brejinho de Nazaré,TO,Norte,1703701,-11.0293,-48.6241
Buriti do Tocantins,TO,Norte,1703800,-5.3377,-48.1363
Cachoeirinha,TO,Norte,1703826,-6.09,-47.8413
Campos Lindos,TO,Norte,1703842,-8.2038,-46.8046
Cariri do Tocantins,TO,Norte,1703867,-11.933,-49.2028
Carmolândia,TO,Norte,1703883,-7.0451,-48.3745
Carrasco Bonito,TO,Norte,1703891,-5.3372,-48.0099
Caseara,TO,Norte,1703909,-9.4017,-49.8486
Centenário,TO,Norte,1704105,-9.0738,-47.4448
Chapada de Areia,TO,Norte,1704600,-10.1657,-49.1957
Chapada da Natividade,TO,Norte,1705102,-11.5411,-47.8464
Colinas do Tocantins,TO,Norte,1705508,-8.0764,-48.5301
Combinado,TO,Norte,1705557,-12.8463,-46.5037
Conceição do Tocantins,TO,Norte,1705607,-12.171,-47.3037
Couto Magalhães,TO,Norte,1706001,-8.4367,-49.1624
Cristalândia,TO,Norte,1706100,-10.6364,-49.3124
Crixás do Tocantins,TO,Norte,1706258,-11.1719,-49.0727
Darcinópolis,TO,Norte,1706506,-6.7634,-47.7679
Dianópolis,TO,Norte,1707009,-11.6948,-46.7958
Divinópolis do Tocantins,TO,Norte,1707108,-9.6951,-49.3548
Dois Irmãos do Tocantins,TO,Norte,1707207,-9.2709,-49.0669
Dueré,TO,Norte,1707306,-11.4272,-49.3913
Esperantina,TO,Norte,1707405,-5.3263,-48.5403
Fátima,TO,Norte,1707553,-10.8098,-48.8723
Figueirópolis,TO,Norte,1707652,-12.2635,-49.2828
Filadélfia,TO,Norte,1707702,-7.4967,-47.7937
Formoso do Araguaia,TO,Norte,1708205,-11.9583,-50.0981
Tabocão,TO,Norte,1708254,-9.0714,-48.546
Goianorte,TO,Norte,1708304,-8.8732,-49.0112
Goiatins,TO,Norte,1709005,-8.0942,-47.4815
Guaraí,TO,Norte,1709302,-8.7301,-48.4251
Gurupi,TO,Norte,1709500,-11.6516,-48.8874
Ipueiras,TO,Norte,1709807,-11.1351,-48.4035
Itacajá,TO,Norte,1710508,-8.5715,-47.6693
Itaguatins,TO,Norte,1710706,-5.8027,-47.5951
Itapiratins,TO,Norte,1710904,-8.3163,-48.0333
Itaporã do Tocantins,TO,Norte,1711100,-8.4512,-48.7526
Jaú do Tocantins,TO,Norte,1711506,-12.7477,-48.6455
Juarina,TO,Norte,1711803,-8.1408,-49.1103
Lagoa da Confusão,TO,Norte,1711902,-11.035,-50.1607
Lagoa do Tocantins,TO,Norte,1711951,-10.3419,-47.4811
Lajeado,TO,Norte,1712009,-9.8506,-48.291
Lavandeira,TO,Norte,1712157,-12.8126,-46.4105
Lizarda,TO,Norte,1712405,-9.5248,-46.939
Luzinópolis,TO,Norte,1712454,-6.206,-47.8307
Marianópolis do Tocantins,TO,Norte,1712504,-9.7876,-49.7
Mateiros,TO,Norte,1712702,-10.583,-46.5026
Maurilândia do Tocantins,TO,Norte,1712801,-6.0232,-47.5899
Miracema do Tocantins,TO,Norte,1713205,-9.7542,-48.5515
Miranorte,TO,Norte,1713304,-9.4163,-48.6838
Monte do Carmo,TO,Norte,1713601,-10.7476,-48.0172
Monte Santo do Tocantins,TO,Norte,1713700,-9.9995,-49.0673
Palmeiras do Tocantins,TO,Norte,1713809,-6.6002,-47.6427
Muricilândia,TO,Norte,1713957,-7.0033,-48.7865
Natividade,TO,Norte,1714203,-11.7983,-47.6488
Nazaré,TO,Norte,1714302,-6.3303,-47.7815
Nova Olinda,TO,Norte,1714880,-7.6379,-48.3607
Nova Rosalândia,TO,Norte,1715002,-10.55,-48.9733
Novo Acordo,TO,Norte,1715101,-10.155,-47.383
Novo Alegre,TO,Norte,1715150,-12.9143,-46.5596
Novo Jardim,TO,Norte,1715259,-11.779,-46.5704
Oliveira de Fátima,TO,Norte,1715507,-10.6745,-48.8758
Palmeirante,TO,Norte,1715705,-7.8859,-48.1563
Palmeirópolis,TO,Norte,1715754,-13.0198,-48.3488
Paraíso do Tocantins,TO,Norte,1716109,-10.2182,-48.8273
Paranã,TO,Norte,1716208,-12.6965,-47.8135
Pau D'Arco,TO,Norte,1716307,-7.5449,-48.9884
Pedro Afonso,TO,Norte,1716505,-9.2269,-48.0342
Peixe,TO,Norte,1716604,-11.9968,-48.5552
Pequizeiro,TO,Norte,1716653,-8.3798,-48.9172
Colméia,TO,Norte,1716703,-8.8374,-48.7486
Pindorama do Tocantins,TO,Norte,1717008,-11.1597,-47.5589
Piraquê,TO,Norte,1717206,-6.7386,-48.2394
Pium,TO,Norte,1717503,-10.2095,-49.8719
Ponte Alta do Bom Jesus,TO,Norte,1717800,-12.0576,-46.5933
Ponte Alta do Tocantins,TO,Norte,1717909,-10.7495,-47.3246
Porto Alegre do Tocantins,TO,Norte,1718006,-11.5108,-47.0467
Porto Nacional,TO,Norte,1718204,-10.5437,-48.4965
Praia Norte,TO,Norte,1718303,-5.4748,-47.7819
Presidente Kennedy,TO,Norte,1718402,-8.4619,-48.4616
Pugmil,TO,Norte,1718451,-10.4225,-48.8824
Recursolândia,TO,Norte,1718501,-8.6974,-47.1131
Riachinho,TO,Norte,1718550,-6.4599,-48.1362
Rio da Conceição,TO,Norte,1718659,-11.337,-46.7377
Rio dos Bois,TO,Norte,1718709,-9.2359,-48.4525
Rio Sono,TO,Norte,1718758,-9.6474,-47.496
Sampaio,TO,Norte,1718808,-5.3296,-47.9188
Sandolândia,TO,Norte,1718840,-12.401,-49.8761
Santa Fé do Araguaia,TO,Norte,1718865,-7.0931,-48.975
Santa Maria do Tocantins,TO,Norte,1718881,-8.8247,-47.8483
Santa Rita do Tocantins,TO,Norte,1718899,-10.97,-49.295
Santa Rosa do Tocantins,TO,Norte,1718907,-11.3973,-48.1084
Santa Tereza do Tocantins,TO,Norte,1719004,-10.299,-47.7415
Santa Terezinha do Tocantins,TO,Norte,1720002,-6.4727,-47.7511
São Bento do Tocantins,TO,Norte,1720101,-5.976,-47.9399
São Félix do Tocantins,TO,Norte,1720150,-10.0686,-46.6779
São Miguel do Tocantins,TO,Norte,1720200,-5.5434,-47.5978
São Salvador do Tocantins,TO,Norte,1720259,-12.5776,-48.3642
São Sebastião do Tocantins,TO,Norte,1720309,-5.241,-48.3317
São Valério,TO,Norte,1720499,-11.804,-48.1697
Silvanópolis,TO,Norte,1720655,-11.1308,-48.005
Sítio Novo do Tocantins,TO,Norte,1720804,-5.6351,-47.6841
Sucupira,TO,Norte,1720853,-12.1133,-48.8343
Taguatinga,TO,Norte,1720903,-12.3873,-46.5657
Taipas do Tocantins,TO,Norte,1720937,-12.1397,-46.9937
Talismã,TO,Norte,1720978,-12.6822,-49.0485
Palmas,TO,Norte,1721000,-10.2202,-48.1521
Tocantínia,TO,Norte,1721109,-9.6034,-48.1409
Tocantinópolis,TO,Norte,1721208,-6.2568,-47.5381
Tupirama,TO,Norte,1721257,-8.9386,-48.2596
Tupiratins,TO,Norte,1721307,-8.3566,-48.2107
Wanderlândia,TO,Norte,1722081,-6.9101,-48.002
Xambioá,TO,Norte,1722107,-6.5454,-48.451
Açailândia,MA,Nordeste,2100055,-4.7858,-47.3324
Afonso Cunha,MA,Nordeste,2100105,-4.2148,-43.2974
Água Doce do Maranhão,MA,Nordeste,2100154,-2.9464,-42.1662
